Event,Result,FirstMove,NumberOfMoves,WhiteElo,BlackElo
13320,D,d4d5,22,2409,2391
13321,B,d4d5,33,2101,2006
13322,B,e4e6,37,1944,2022
13323,D,d4d6,42,2628,2791
13324,D,e4e5,47,2025,2015
13325,D,Nf3d5,25,2222,2397
13326,W,e4c5,33,2355,2273
13327,D,d4Nf6,37,2408,2319
13328,W,e4c5,27,2483,2040
13329,D,c4e5,74,2723,2637
13330,B,e4e5,23,2222,2293
13331,W,d4Nf6,57,2449,2299
13332,W,d4d5,32,2090,1818
13333,W,e4c5,37,2267,1996
13334,D,d4Nf6,13,2527,2541
13335,D,d4Nf6,20,2600,2538
13336,B,Nf3d5,23,2295,2505
13337,B,e4e6,71,2313,2476
13338,W,e4,1,2024,1417
13339,B,d4Nf6,31,2455,2611
13340,W,e4e5,35,2186,2100
13341,D,e4c6,20,2116,2443
13342,B,d4Nf6,43,2409,2304
13343,W,e4e5,35,2351,2536
13344,B,e4c5,47,2472,2611
13345,W,e4g6,22,2339,2103
13346,B,e4c5,32,2005,2503
13347,B,e4c5,52,1645,2002
13348,W,d4Nf6,40,2615,2384
13349,D,e4Nf6,19,2270,2489
13350,B,e4d6,49,1941,2517
13351,D,e4e5,14,2375,2532
13352,W,Nf3d5,32,2343,2323
13353,B,e4e5,43,1857,1601
13354,B,e4e6,28,1861,2281
13355,B,Nf3c5,42,2399,2608
13356,W,d4Nf6,42,2599,2709
13357,B,e4d5,41,1571,1818
13358,B,c4Nf6,74,1967,2190
13359,B,e4g6,28,2295,2454
13360,W,e4c5,42,2486,2182
13361,B,c4Nf6,30,2385,2130
13362,W,Nf3Nf6,35,2571,2063
13363,B,d4e6,83,2532,2436
13364,W,Nf3Nf6,70,2760,2762
13365,B,e4c5,26,1793,2224
13366,B,e4e5,32,1981,2163
13367,D,c4Nf6,25,2394,2256
13368,B,d4Nf6,28,2095,2308
13369,D,Nf3Nf6,96,2446,2503
13370,B,d4Nf6,40,2145,2046
13371,B,e4c5,24,1814,2270
13372,B,e4c5,49,1896,2229
13373,B,e4e5,51,2031,2079
13374,D,Nf3c5,58,2332,2523
13375,W,e4c6,40,2246,1985
13376,W,d4d5,37,2300,1973
13377,W,c4e6,34,2618,2433
13378,W,e4e5,59,2263,1835
13379,B,d4d5,40,2564,2674
13380,B,e4c5,36,2016,2118
13381,W,e4c5,40,2371,2146
13382,W,c4e5,39,2287,2214
13383,D,g3c5,30,2129,1843
13384,B,d4Nf6,52,2106,2024
13385,B,e4c5,34,2529,2409
13386,B,d4Nf6,40,2166,2174
13387,W,e4c5,34,2523,1742
13388,B,e4c5,30,2403,2559
13389,W,Nf3c5,36,2336,1991
13390,W,e4c5,24,1687,1396
13391,B,d4d5,59,1788,1904
13392,D,d4d5,32,2549,2633
13393,W,e4c5,68,2419,2157
13394,W,e4e5,61,2241,2403
13395,W,e4e5,34,2090,1715
13396,B,e4e5,54,1616,2025
13397,D,e4c5,10,2325,2301
13398,D,d4Nf6,79,2236,2143
13399,B,e4c5,40,2082,2281
13400,B,d4d5,29,1880,2033
13401,W,d4Nf6,40,2330,1991
13402,B,e4d5,37,2267,1962
13403,D,e4c5,35,2259,2060
13404,W,Nf3d5,73,2240,2315
13405,B,e4c5,50,2106,2298
13406,D,d4Nf6,21,2485,2374
13407,D,e4c5,77,2517,2477
13408,B,e4c5,43,2688,2623
13409,D,e4c6,38,2024,1835
13410,W,e4e5,34,2370,1959
13411,W,d4d5,41,1950,2097
13412,B,e4e5,45,2437,2620
13413,B,e4g6,36,2468,2603
13414,B,e4c5,35,2229,2330
13415,W,e4e5,32,2411,2251
13416,D,d4Nf6,51,1937,2167
13417,B,d4f5,65,2388,2518
13418,W,e4c5,43,2040,1560
13419,B,d4Nf6,12,1993,2495
13420,B,d4d5,48,2313,1753
13421,W,Nf3e6,44,2459,2284
13422,W,d4Nf6,39,2506,2396
13423,D,d4Nf6,40,1981,1897
13424,B,e4e5,42,2075,2400
13425,D,e4d5,18,2334,2288
13426,B,Nf3Nf6,54,2664,2737
13427,D,d4Nf6,57,2455,2539
13428,B,e4Nc6,39,2182,2048
13429,W,e4e6,30,2304,2102
13430,B,c4e5,42,1970,2428
13431,W,Nf3Nf6,47,1967,2161
13432,W,d4c6,39,2330,2389
13433,B,e4g6,27,2072,2336
13434,W,d4Nf6,34,2492,2141
13435,W,d4d5,32,2176,1735
13436,B,e4c5,49,2386,2297
13437,W,d4c5,56,2529,2422
13438,D,e4d5,21,2057,2260
13439,B,d4f5,51,1974,2106
13440,D,e4c5,33,2539,2343
13441,B,e4d5,22,1721,2105
13442,D,d4Nf6,63,2672,2638
13443,B,d4Nf6,59,2536,2358
13444,B,d4Nf6,25,2421,2451
13445,W,e4c5,37,2564,2258
13446,W,Nf3c5,23,2427,2074
13447,W,e4e6,39,2154,2010
13448,B,Nf3d5,34,2064,2346
13449,B,d4d5,47,1773,1875
13450,W,e4d6,45,1657,1865
13451,D,e4c6,44,2428,2237
13452,D,e4c5,44,2291,2118
13453,B,d4Nf6,27,1841,2112
13454,D,d4Nf6,41,1964,2213
13455,W,e4d5,19,2223,2255
13456,W,d4Nf6,50,2805,2740
13457,D,d4d5,52,2095,2004
13458,W,d4d5,46,2068,1994
13459,B,e4g6,54,2353,2468
13460,W,e4d6,46,2275,1969
13461,W,d4d5,45,2369,2196
13462,W,e4e5,50,2002,2112
13463,W,e4c6,37,2174,1889
13464,W,e4e6,62,2063,2449
13465,B,e4e5,16,2235,2308
13466,D,e4c5,31,2323,2565
13467,B,d4Nf6,38,2291,2223
13468,D,Nf3Nf6,38,2661,2627
13469,D,d4Nf6,33,2124,2186
13470,D,e4d6,63,2447,2498
13471,W,d4Nf6,30,2182,2483
13472,W,Nf3Nf6,57,2176,1968
13473,B,e4e5,39,1656,2064
13474,B,e4c5,51,2065,2347
13475,W,d4Nf6,37,2134,1972
13476,D,e4e6,41,1623,1548
13477,B,d4Nf6,56,1743,2158
13478,D,d4Nf6,28,2557,2514
13479,W,d4d5,48,2130,2034
13480,B,d4d5,45,2156,1946
13481,B,Nf3d5,38,2610,2784
13482,W,e4c6,33,2244,2087
13483,B,e4c5,26,2148,2127
13484,W,Nf3Nf6,24,2558,2324
13485,B,d4Nf6,48,2106,2216
13486,D,e4c5,10,2270,2479
13487,B,e4e6,28,2007,2206
13488,D,e4g6,50,1919,2391
13489,D,e4c5,34,1866,1752
13490,D,d4d5,49,2152,2220
13491,D,e4c5,28,2461,2518
13492,B,Nf3c5,55,2240,2563
13493,D,c4Nf6,59,2253,2298
13494,D,d4Nf6,70,2472,2229
13495,B,d4Nf6,33,1523,1931
13496,B,e4e5,47,1622,2425
13497,W,e4e5,37,2496,2429
13498,D,e4d5,64,2197,2232
13499,W,d4Nf6,35,1587,1342
13500,B,d4Nf6,39,2366,2308
13501,W,d4Nf6,41,2027,2226
13502,D,e4e5,43,2280,2318
13503,D,e4e5,38,1748,2167
13504,D,d4d5,30,2545,2404
13505,W,d4c5,27,2274,1706
13506,W,d4Nf6,50,2380,2551
13507,W,d4d5,72,2724,2689
13508,B,d4d5,30,1789,2392
13509,B,b4c5,20,1604,2540
13510,B,e4e5,37,1811,2221
13511,D,d4d5,45,1921,1675
13512,D,c4e5,47,2618,2709
13513,D,e4c6,27,2408,2257
13514,D,e4c5,68,2120,1830
13515,W,d4d5,25,2572,2471
13516,W,d4d5,50,2296,1979
13517,D,d4Nf6,48,1929,1681
13518,W,d4d5,25,2273,1942
13519,W,d4d5,33,2378,2203
13520,W,c4Nf6,77,2389,2127
13521,W,e4e5,130,2606,2341
13522,W,e4e6,60,2496,2454
13523,W,Nc3d5,23,2192,2034
13524,W,Nf3Nf6,51,2376,2422
13525,B,e4e6,40,2282,2614
13526,D,c4e6,78,1923,1790
13527,W,d4d5,39,2406,2194
13528,W,d4d5,43,2608,2495
13529,D,d4Nf6,23,2317,2316
13530,W,Nf3Nf6,59,2577,2215
13531,D,e4d6,16,2618,2546
13532,D,d4d6,52,2633,2782
13533,W,e4e5,23,2180,1908
13534,D,e4c5,43,1928,1878
13535,W,Nf3Nf6,33,2635,2315
13536,D,d4Nf6,36,2662,2633
13537,B,e4e6,47,2352,2233
13538,W,Nf3Nf6,30,2108,1784
13539,B,e4c6,56,2520,2685
13540,W,d4Nf6,32,2288,2190
13541,B,e4e6,50,1599,1964
13542,D,e4c6,35,2171,2100
13543,B,Nf3Nf6,48,2323,2508
13544,W,e4e6,30,2040,2243
13545,B,e4e5,70,2227,2477
13546,W,d4d5,58,2509,2236
13547,W,d4c5,34,2306,2010
13548,D,d4Nf6,31,2631,2742
13549,B,Nf3d5,59,2428,2346
13550,B,d4Nf6,35,1747,2561
13551,D,e4c5,67,2318,2452
13552,D,e4c5,33,1921,2172
13553,D,d4Nf6,48,2133,2589
13554,W,d4d5,35,2407,2238
13555,W,d4d5,57,1928,1629
13556,D,d4Nf6,59,2251,2539
13557,W,Nf3Nf6,51,2616,2416
13558,W,e4c6,38,2501,2430
13559,W,d4c5,24,2071,1942
13560,B,Nf3g6,35,2423,2257
13561,B,d4f5,38,2014,2256
13562,W,Nf3Nf6,46,2124,2054
13563,W,c4e6,37,2543,2393
13564,D,c4Nf6,39,2092,2097
13565,W,g3d5,51,2303,2098
13566,W,e4c5,46,2568,2205
13567,D,e4e6,19,2005,2280
13568,D,e4c5,110,1912,2363
13569,W,e4c5,28,2371,2115
13570,B,d4Nf6,41,2330,2598
13571,D,e4c6,40,2786,2598
13572,D,Nf3Nf6,34,2346,2493
13573,D,Nf3c5,41,1992,1964
13574,D,e4e5,27,2269,2095
13575,B,e4c5,63,2253,2443
13576,D,Nf3g6,26,2102,2201
13577,B,d4Nf6,30,2006,2204
13578,W,e4c5,46,2557,2373
13579,W,e4e5,32,1968,1664
13580,W,c4Nf6,39,2543,2465
13581,B,d4Nf6,32,1780,1956
13582,W,d4d5,28,2220,1943
13583,D,e4e5,11,1376,1541
13584,B,e4c5,31,2015,2337
13585,W,e4e6,37,2306,2496
13586,W,d4Nf6,63,2367,2114
13587,B,Nf3c5,27,2047,2477
13588,W,d4Nf6,47,2161,1973
13589,W,e4c5,33,2308,1980
13590,W,d4g6,26,2229,2155
13591,W,e4c5,34,2271,1820
13592,B,d4c5,56,2389,2211
13593,D,e4g6,43,1983,2075
13594,D,e4e5,42,2274,2212
13595,D,e4e6,44,2204,2283
13596,W,e4e5,41,2479,1991
13597,W,e4e5,23,2125,1970
13598,B,e4c5,53,2380,2707
13599,W,e4e6,25,2661,2174
13600,W,d4d5,46,2158,1930
13601,D,d4Nf6,90,2244,2232
13602,W,e4c5,32,2227,2117
13603,D,Nf3Nf6,33,2521,2280
13604,D,d4Nf6,9,2179,1819
13605,B,d4Nf6,34,2427,2487
13606,W,d4Nf6,42,2182,1747
13607,W,d4d5,56,2417,2081
13608,W,g3Nf6,60,2466,2356
13609,D,e4c5,52,2046,1956
13610,D,e4g6,4,2270,2230
13611,D,e4c5,28,2111,2312
13612,W,c4e6,22,2654,2631
13613,D,d4d5,23,2173,1983
13614,B,e4c6,31,2427,2229
13615,B,d4e6,39,2093,2367
13616,D,e4c5,37,2407,2407
13617,W,e4d6,37,2510,2425
13618,D,e4e5,30,2345,2248
13619,D,e4c5,63,2474,2239
13620,B,e4e5,37,2200,2480
13621,W,e4d6,66,2066,2263
13622,B,e4c5,68,2036,2283
13623,D,e4c6,57,1953,2178
13624,D,d4Nf6,47,2486,2415
13625,W,d4d5,49,2187,2007
13626,W,e4e5,57,1646,1684
13627,B,d4Nf6,28,1825,2092
13628,W,d4Nf6,31,2439,2282
13629,W,d4Nf6,28,2554,2344
13630,B,d4Nf6,28,2084,2485
13631,B,e4c5,46,1582,2203
13632,D,e4e5,18,2450,2439
13633,B,e4e5,55,2365,2273
13634,D,e4c5,24,2243,2300
13635,W,e4c5,52,2381,2068
13636,D,c4c5,27,1957,1929
13637,B,Nf3d5,41,1973,2177
13638,B,Nf3d5,42,2249,2007
13639,D,d4d5,17,2029,1832
13640,W,e4c5,23,2364,2053
13641,D,e4c5,1,1877,2037
13642,D,e4e5,81,2660,2636
13643,B,d4Nf6,19,1858,2047
13644,W,c4c6,42,2472,2190
13645,W,d4d5,66,2434,2510
13646,D,d4Nf6,40,2557,2587
13647,W,d4d5,39,2528,2246
13648,B,e4c5,29,2017,2237
13649,B,e4c6,84,2113,2094
13650,W,d4g6,39,2200,2562
13651,W,e4e5,35,2258,2391
13652,W,e4e6,42,2111,2161
13653,D,d4Nf6,52,2469,2310
13654,W,e4c5,60,2219,1889
13655,B,e4d6,41,2394,2525
13656,D,e4e5,13,1430,1872
13657,W,e4c5,22,2137,2049
13658,W,d4d5,85,2649,2592
13659,D,d4d5,36,2429,2425
13660,B,d4d6,39,1906,2476
13661,W,e4c5,23,2481,1993
13662,W,e4c5,55,2533,2412
13663,D,e4c5,38,2660,2562
13664,B,d4d5,37,1982,2092
13665,W,e4c5,34,2326,2365
13666,B,e4c6,49,2214,2258
13667,W,Nf3Nf6,31,2387,2098
13668,B,e4e6,36,2211,2528
13669,D,e4c5,30,2182,2308
13670,W,d4Nf6,40,2545,2497
13671,D,e4e6,28,2267,2369
13672,W,d4Nf6,24,2546,2617
13673,B,d4Nf6,53,2192,2560
13674,D,e4d6,40,1821,1651
13675,D,d4Nf6,41,2478,2545
13676,W,d4Nf6,72,2093,1975
13677,W,d4Nf6,51,2711,2557
13678,D,d4Nf6,37,2594,2408
13679,B,e4e5,32,2378,2177
13680,D,e4c5,9,2482,2625
13681,D,e4e5,44,2514,2568
13682,W,e4Nf6,41,2099,2233
13683,D,e4c5,60,2364,2054
13684,B,d4Nf6,51,1633,1948
13685,D,d4Nf6,51,1864,2035
13686,D,e4c5,80,2586,2477
13687,D,d4Nf6,119,2779,2531
13688,B,c4c5,40,2481,2351
13689,W,e4e6,27,2427,1913
13690,W,d4d5,50,2293,1959
13691,D,d4d6,49,1984,2297
13692,W,d4Nf6,27,2272,2105
13693,B,Nf3d5,51,2528,2528
13694,D,d4d5,21,2103,1814
13695,W,c4Nf6,32,1937,2118
13696,B,g4d5,50,1292,1632
13697,B,e4e6,63,2185,2229
13698,D,e4e5,77,2611,2582
13699,B,e4e5,105,2222,2118
13700,B,d4d5,37,2099,2283
13701,B,d4Nf6,39,2187,2384
13702,W,d4d5,33,2245,1960
13703,D,e4c6,24,1869,2086
13704,W,e4c5,37,2222,2112
13705,B,e4c5,45,1849,2002
13706,B,d4Nf6,23,2203,2261
13707,B,d4Nf6,38,2479,2561
13708,W,d4d5,52,2554,2456
13709,W,e4c5,31,2145,2163
13710,W,d4d5,41,2561,2479
13711,W,Nf3g6,38,2398,2591
13712,W,d4Nf6,52,2440,1995
13713,B,c4e5,29,2037,2213
13714,D,d4d5,30,1960,1570
13715,B,e4c5,69,2564,2647
13716,D,d4Nf6,38,2068,1842
13717,D,e4g6,18,2070,2249
13718,D,e4e5,53,2262,2605
13719,D,d4Nf6,43,2554,2401
13720,B,e4c6,81,2249,2443
13721,W,d4Nf6,40,2297,2074
13722,B,Nc3d5,37,2205,2112
13723,W,c4b6,18,1988,1700
13724,B,Nf3c5,28,1774,2134
13725,W,d4Nf6,41,2415,2292
13726,D,d4Nf6,41,2361,2565
13727,B,e4c5,30,2330,2571
13728,B,d4Nf6,39,2349,2554
13729,B,Nf3Nf6,56,2558,2482
13730,B,Nf3d5,84,1831,2109
13731,W,c4Nf6,30,2588,2175
13732,D,e4e5,49,2487,2444
13733,B,e4c5,38,1802,1650
13734,B,e4d6,37,1537,1930
13735,B,e4c5,20,2339,2482
13736,B,d4Nf6,26,2102,1877
13737,D,e4c5,30,1932,2099
13738,B,e4c5,39,2036,2281
13739,D,e4e6,36,1968,2117
13740,W,g3d5,73,2270,2436
13741,D,e4c5,73,2260,2417
13742,D,d4d5,40,1994,2088
13743,B,Nf3Nf6,30,2052,2125
13744,W,d4Nf6,47,2665,2418
13745,D,d4d5,78,2179,2403
13746,B,e4c5,42,2177,2373
13747,W,d4d5,51,2396,2517
13748,B,d4Nf6,93,2515,2624
13749,D,e4c5,38,2651,2554
13750,W,e4e5,44,2057,2006
13751,B,e4c5,57,1885,2194
13752,D,c4c6,54,2415,2458
13753,D,d4d5,30,2139,2510
13754,D,e4e5,32,2421,2675
13755,B,d4Nf6,40,2626,2536
13756,D,d4d5,24,2386,2456
13757,B,Nf3Nf6,45,2293,2428
13758,D,c4g6,30,2059,2324
13759,D,d4Nf6,69,2213,2071
13760,D,d4d5,61,2481,2266
13761,D,Nf3d5,88,2583,2444
13762,W,e4c5,47,2130,2301
13763,B,d4Nf6,48,1885,2187
13764,W,d4Nf6,65,2203,1983
13765,D,d4d5,41,2079,2389
13766,D,e4e6,46,2185,2156
13767,D,d4c5,59,2210,2266
13768,B,d4Nf6,36,2056,2355
13769,B,e4e6,38,2255,2472
13770,D,e4e5,42,2553,2466
13771,B,d4Nf6,56,2074,2008
13772,B,e4d6,32,2548,2648
13773,D,d4e6,22,2159,2322
13774,B,e4c6,41,2147,2601
13775,D,e4Nf6,31,1663,1856
13776,B,e4e6,55,1941,1964
13777,W,Nf3d5,39,2359,2375
13778,D,e4c5,38,2365,2222
13779,W,e4e5,43,1680,1740
13780,D,d4d5,6,2458,2528
13781,W,e4c6,56,2474,2626
13782,D,e4c6,30,1852,2128
13783,W,d4Nf6,24,2520,2229
13784,B,d4d5,31,1890,1917
13785,D,e4e5,43,2403,2576
13786,D,d4e6,75,2350,2508
13787,W,d4d5,36,2593,2589
13788,W,d4d5,10,2477,1911
13789,D,e4c6,78,2498,2529
13790,D,c4e5,82,2006,1935
13791,W,c4c6,28,2303,2018
13792,W,d4Nf6,32,2304,2583
13793,W,c4c5,49,2238,1885
13794,W,Nf3Nf6,25,2633,2480
13795,B,d4Nf6,48,2523,2424
13796,W,e4e5,37,2319,2067
13797,W,e4e5,25,1886,1977
13798,W,d4Nf6,46,2147,1788
13799,W,d4Nf6,57,2095,1651
13800,D,d4d5,61,2484,2279
13801,B,d4Nf6,46,2158,2529
13802,D,e4e6,44,2567,2407
13803,D,d4Nf6,34,2608,2602
13804,W,c4Nf6,41,2266,2001
13805,B,d4Nf6,51,2040,2623
13806,B,e4c5,22,2361,2197
13807,D,d4Nf6,44,2253,2350
13808,W,d4c6,69,2625,2455
13809,D,e4c5,58,2449,2222
13810,W,e4c5,39,2201,2088
13811,B,e4Nf6,42,2119,1993
13812,B,e4c5,41,1628,1910
13813,D,d4d5,63,2707,2587
13814,D,d4d5,53,2180,2382
13815,W,d4Nf6,39,2643,2554
13816,W,c4c5,44,2385,2311
13817,W,c4c5,23,2536,2093
13818,W,d4Nf6,46,2223,2028
13819,W,e4e5,36,2149,1939
13820,W,e4c5,38,2423,2000
13821,B,d4Nf6,57,2344,2484
13822,W,e4d6,26,2169,1873
13823,B,Nf3g6,44,1978,2503
13824,B,c4e5,51,1715,2216
13825,D,e4c5,25,2347,2209
13826,W,e4c5,46,2335,2007
13827,D,d4d5,41,2507,2671
13828,B,e4e5,36,2118,2587
13829,B,e4e5,32,2192,1945
13830,W,d4Nf6,28,2270,1875
13831,B,d4Nf6,39,2226,2392
13832,D,e4c5,38,1762,2062
13833,W,d4Nf6,18,2072,1881
13834,W,e4d6,43,1849,1756
13835,W,d4d5,42,2411,2095
13836,W,e4d5,58,1787,2310
13837,W,c4e6,25,2199,1887
13838,D,d4d6,33,2498,2604
13839,B,c4e5,46,2172,2308
13840,B,Nf3g6,39,2118,2230
13841,B,e4e5,61,2220,2240
13842,B,d4Nf6,66,2059,2266
13843,W,e4c5,43,2349,2086
13844,B,d4d5,34,2581,2408
13845,D,e4e6,25,2143,1766
13846,W,e4c5,60,1978,2107
13847,B,d4d5,64,1799,2165
13848,W,d4d5,40,2335,2226
13849,W,c4e5,44,2221,2169
13850,D,e4c5,24,2237,2463
13851,W,Nf3Nf6,40,2421,2054
13852,W,d4Nf6,24,2585,1914
13853,B,d4Nf6,28,2059,2287
13854,B,e4e5,28,2092,2366
13855,W,e4c5,45,2351,2485
13856,B,e4c5,31,2357,2435
13857,B,d4d5,32,2212,2403
13858,D,Nf3d6,34,2317,2649
13859,B,d4Nf6,32,1699,2365
13860,W,d4Nf6,51,2526,2314
13861,W,d4e6,19,2367,2185
13862,D,Nf3Nf6,51,2514,2607
13863,D,d4e6,7,2228,2158
13864,W,e4c5,60,2549,2375
13865,D,Nf3Nf6,56,2368,2114
13866,W,e4c5,43,2092,2137
13867,B,e4c6,39,2019,2074
13868,W,d4c5,16,2579,2193
13869,W,d4Nf6,38,2265,2087
13870,B,e4c5,45,2411,2166
13871,W,e4c5,34,2594,2515
13872,W,d4Nf6,42,2469,2304
13873,D,c4c5,48,2723,2730
13874,D,d4d6,32,2522,2602
13875,W,d4d5,51,2355,1768
13876,W,e4d6,52,1870,2158
13877,B,c4e5,41,2035,2209
13878,W,e4e5,28,2299,2102
13879,D,d4d5,31,2448,2552
13880,B,e4e6,24,1688,2092
13881,B,e4c5,34,2008,2248
13882,B,d4Nf6,62,2040,2183
13883,B,d4Nf6,29,1417,1861
13884,W,e4e5,20,2195,1753
13885,B,d4d5,27,2436,2559
13886,D,e4c5,61,2029,2105
13887,W,e4d6,28,2425,2422
13888,W,d4Nf6,18,2495,2179
13889,B,e4c5,52,2776,2767
13890,D,c4e5,26,2159,2027
13891,W,e4c5,30,2741,2775
13892,D,e4e5,16,2205,2412
13893,B,e4c6,46,2378,2313
13894,D,d4Nf6,37,1717,1904
13895,W,d4d5,27,2282,1544
13896,W,d4Nf6,48,2709,2563
13897,W,e4c5,24,2173,1595
13898,D,e4c5,47,2702,2670
13899,W,d4Nf6,45,2431,2401
13900,W,d4Nf6,62,2403,2086
13901,W,e4e6,29,2221,1954
13902,B,e4d6,39,2338,2612
13903,D,e4c5,43,2210,2396
13904,W,g3e5,36,2672,2041
13905,D,e4e5,23,2213,2029
13906,W,d4c5,33,2341,2384
13907,W,e4d6,66,2607,2483
13908,D,Nf3d5,18,2406,2491
13909,W,d4f5,46,1788,1683
13910,D,e4e6,16,2354,2347
13911,B,d4f5,31,2093,2300
13912,W,e4c5,43,2226,2233
13913,D,e4e5,9,2423,2341
13914,D,Nf3Nf6,15,1868,2011
13915,W,e4c5,31,2521,2288
13916,W,Nf3f5,14,2280,2060
13917,D,e4c5,98,2298,2445
13918,B,Nf3d5,81,2371,2212
13919,B,Nf3Nf6,32,2004,1755
13920,W,e4c5,23,1915,2071
13921,B,e4c6,37,1993,2291
13922,B,d4d6,26,2069,2195
13923,B,e4d6,26,2237,2086
13924,W,d4d5,18,2439,2036
13925,D,e4e5,75,2393,2515
13926,B,d4d5,60,1951,2224
13927,D,d4d5,30,2540,2372
13928,D,d4d5,12,2117,2235
13929,W,d4d5,52,2249,2377
13930,B,d4Nf6,29,2471,2469
13931,W,e4e5,35,2412,2052
13932,D,d4Nf6,62,2071,2242
13933,D,d4Nf6,41,2392,2402
13934,W,e4c5,44,1866,1719
13935,D,d4c5,27,2037,2172
13936,W,e4c5,40,1961,2107
13937,W,Nf3d5,36,1888,1547
13938,D,e4e5,26,2508,2547
13939,D,e4d6,43,2117,2226
13940,W,Nf3d5,70,2691,2542
13941,W,e4e5,42,2688,2689
13942,B,Nf3Nf6,40,2246,2312
13943,B,e4d6,36,2215,2637
13944,D,d4g6,31,1961,1574
13945,W,c4e6,17,2262,1865
13946,D,Nf3Nf6,33,2298,2319
13947,D,e4d6,40,2404,2273
13948,W,d4e6,57,2139,2263
13949,D,d4d5,20,2118,2069
13950,W,e4c5,27,1815,1494
13951,W,d4Nf6,41,2729,2390
13952,B,e4c5,44,2602,2589
13953,W,d4Nf6,24,1926,2278
13954,D,d4d5,19,2233,2248
13955,D,d4d5,15,2480,2526
13956,D,e4g6,31,2298,2320
13957,D,e4c5,49,2453,2524
13958,W,b3e5,48,2414,2100
13959,B,d4d5,41,2099,2370
13960,D,e4e5,31,1790,2080
13961,W,e4c5,26,2237,2166
13962,B,e4g6,43,2343,2571
13963,W,e4c5,32,2163,1776
13964,B,e4e5,46,1860,1816
13965,W,e4e6,27,2120,1705
13966,W,e4c5,52,2020,2141
13967,W,d4d5,57,2079,1692
13968,W,e4d6,39,2278,2567
13969,D,Nf3Nf6,28,2544,2161
13970,W,d4Nf6,38,2519,2437
13971,D,e4e6,53,2203,2480
13972,W,Nf3c5,62,2561,2304
13973,W,e4e6,24,1746,1548
13974,W,d4Nf6,32,1949,2334
13975,D,e4c5,63,2250,2329
13976,B,d4d5,22,2344,2190
13977,W,d4Nf6,44,2709,2492
13978,B,e4c5,35,2476,2495
13979,B,f4d5,32,2227,1955
13980,D,b3e5,73,2414,2183
13981,B,g3c5,34,2188,2439
13982,B,g3c5,46,2470,2465
13983,W,d4Nf6,37,2662,1967
13984,W,d4c5,32,2114,1916
13985,B,e4e6,42,1984,2064
13986,W,c4c5,39,2150,1870
13987,D,e4d5,22,2334,2488
13988,B,e4e5,25,1886,2205
13989,W,d4Nf6,43,2486,2200
13990,W,d4Nf6,40,2420,2218
13991,D,e4c6,21,1857,2398
13992,W,d4Nf6,46,2340,2104
13993,B,e4d6,41,2420,2480
13994,W,c4e5,40,2590,2680
13995,D,e4e5,6,2349,2526
13996,W,d4Nf6,30,2129,2119
13997,B,e4c5,35,2196,2385
13998,B,d4Nf6,28,2144,2553
13999,W,e4e5,37,2557,2331
14000,W,d4Nf6,25,2607,2701
14001,B,d4f5,26,2135,2050
14002,W,c4g6,34,2046,1625
14003,W,d4f5,42,2475,2546
14004,B,e4c5,30,2153,2557
14005,B,e4c5,31,1982,2263
14006,W,d4Nf6,36,2340,2359
14007,B,e4e6,44,2206,2311
14008,B,d4Nf6,31,2226,2619
14009,B,e4c5,53,2182,2715
14010,W,e4c5,67,2358,2250
14011,W,e4d6,39,2247,1987
14012,D,e4e6,53,2659,2700
14013,W,d4d5,50,2296,2414
14014,B,e4c5,51,2019,2271
14015,W,e4c5,59,2786,2713
14016,D,d4d5,63,1862,1800
14017,B,d4Nf6,32,2485,2602
14018,D,e4c5,62,1992,1797
14019,B,d4Nf6,39,2239,2016
14020,W,e4e5,30,2293,1855
14021,B,d4Nf6,25,2080,2484
14022,B,e4e5,60,2093,2401
14023,W,e4c6,34,2311,2168
14024,D,c4c5,12,2414,2411
14025,W,d4d5,36,2227,1846
14026,B,d4Nf6,31,2489,2342
14027,D,Nf3c5,54,2791,2753
14028,D,e4e6,25,2577,2613
14029,W,d4d6,43,2248,1785
14030,B,Nf3Nf6,30,2511,2641
14031,B,d4d6,33,2148,2473
14032,W,e4e6,31,2422,2376
14033,B,c4Nf6,46,2135,2475
14034,W,e4d6,56,2338,2346
14035,W,d4d5,63,2578,2517
14036,W,d4Nf6,44,2614,2650
14037,D,e4c5,40,2581,2484
14038,W,c4e5,34,2255,2001
14039,W,d4d5,34,2274,2177
14040,W,d4Nf6,38,2473,2157
14041,W,c4e5,24,2576,2284
14042,W,c4Nf6,24,2387,1977
14043,B,d4Nf6,41,2069,2211
14044,W,e4e6,34,2381,2246
14045,D,d3d5,24,2251,1997
14046,W,d4d6,35,2419,2335
14047,W,e4e5,32,2144,1677
14048,W,e4g6,41,2405,2242
14049,W,d4Nf6,40,2469,2005
14050,B,d4Nf6,61,2331,2162
14051,W,e4c5,45,2471,2335
14052,W,e4c6,29,2226,2109
14053,B,c4Nf6,44,2241,2104
14054,D,d4d5,41,1980,2005
14055,B,Nf3Nf6,23,1717,2110
14056,D,g3d5,24,2521,2294
14057,B,b3e5,38,2455,2371
14058,D,e4e5,51,2461,2652
14059,D,Nf3Nf6,17,2482,2409
14060,B,d4d5,71,2159,1966
14061,B,c4g6,65,2186,2237
14062,B,e4e6,26,2383,2356
14063,W,e4c5,36,1758,1948
14064,B,e4c5,101,2264,2191
